Calendar_Year,ACARA_SML_ ID,Location_AGE_ID,School_AGE_ID,School_Name,Suburb,State,Postcode,School_Sector,School_Type,Campus_Type,Rolled_Reporting_Description,Year_Range,Geolocation,ICSEA,ICSEA_Percentile,Bottom_SEA_Quarter_(%),Lower_Middle_SEA Quarter_(%),Upper_Middle_SEA_Quarter_(%),Top_SEA_Quarter_(%),Teaching_Staff,Full_Time_Equivalent_Teaching_Staff,Non-Teaching_Staff,Full_Time_Equivalent_Non-Teaching_Staff,Total_Enrolments,Girls_Enrolments,Boys_Enrolments,Full_Time_Equivalent_Enrolments,Indigenous_Enrolments_(%),Language_Background_Other_Than_English-Yes_(%),Language_Background_Other_Than_English-No_(%),Language_Background_Other_Than_English-Not_Stated_(%),ratio
2022,45384,46254,6254,Epping Secondary College,Epping,VIC,3076,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,971,34,46,31,17,6,104,92.1,45,34.5,1208,597,611,1206.4,3,51,49,1,11.61538462
2022,45414,48099,8099,Lalor North Secondary College,Epping,VIC,3076,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,945,23,55,31,13,2,33,27.4,26,19.6,298,151,147,297.4,2,53,44,3,9.03030303
2022,45364,47995,7995,Buckley Park College,Essendon,VIC,3040,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1080,79,11,23,33,33,81,72.6,27,20.7,928,417,511,927,1,39,61,0,11.45679012
2022,45748,54274,14274,St Columba's College,Essendon,VIC,3040,Catholic,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1106,86,6,20,32,41,82,74.5,47,39.1,1001,1001,0,1001,0,26,74,0,12.20731707
2022,45864,53638,13638,St Bernard's College,Essendon,VIC,3040,Catholic,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1089,82,6,25,36,33,128,115.7,63,55.4,1577,0,1577,1577,0,6,94,0,12.3203125
2022,45626,68782,28782,John Fawkner Secondary College,Fawkner,VIC,3060,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,948,24,56,25,14,5,33,31.4,17,14.2,304,97,207,303,1,64,36,0,9.212121212
2022,45972,41068,1068,St Joseph's College,Ferntree Gully,VIC,3156,Catholic,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1043,66,14,35,36,14,81,71.8,31,26.5,914,0,914,914,0,3,97,0,11.28395062
2022,53091,87941,87940,Mountain District Community College,Ferntree Gully,VIC,3156,Independent,Secondary,School Single Entity,Individual Reporting,10-Dec,Major Cities,997,45,30,36,25,8,6,5.1,4,2.7,52,27,25,52,0,6,94,0,8.666666667
2022,45704,40739,739,Academy of Mary Immaculate,Fitzroy,VIC,3065,Catholic,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1079,79,13,18,35,35,66,54.2,30,23.7,679,679,0,679,0,35,65,0,10.28787879
2022,45517,62781,22781,Fitzroy High School,Fitzroy North,VIC,3068,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1093,83,13,17,27,44,61,49.2,27,19.3,573,269,304,571.7,1,22,78,0,9.393442623
2022,45375,46262,6262,Mount Alexander 7-12 College,Flemington,VIC,3031,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,1065,74,20,19,27,35,52,48.5,26,19.4,628,266,362,627,1,41,50,9,12.07692308
2022,52813,86859,86857,Footscray Learning Precinct Secondary College (interim name),Footscray,VIC,3011,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,1066,74,18,21,29,33,142,128.5,47,39.8,1400,660,740,1398.5,1,31,67,1,9.85915493
2022,45390,68484,28484,Frankston High School,Frankston,VIC,3199,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,1069,76,12,27,34,27,172,145.8,71,47.9,1973,951,1022,1972.8,1,23,76,0,11.47093023
2022,45571,56061,16061,McClelland Secondary College,Frankston,VIC,3199,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,974,35,43,34,18,5,85,80.5,49,36,1041,525,516,1040.9,3,9,90,1,12.24705882
2022,45994,40846,846,John Paul College,Frankston,VIC,3199,Catholic,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1045,67,15,36,34,15,97,90.6,55,44.9,1072,504,568,1072,1,12,88,0,11.05154639
2022,45547,46290,6290,Monterey Secondary College,Frankston North,VIC,3200,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,910,12,70,21,7,2,39,36.4,36,28.8,325,154,171,325,8,10,87,4,8.333333333
2022,45324,55053,15053,Mount Erin Secondary College,Frankston South,VIC,3199,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,988,41,39,36,18,7,80,68.8,28,24.6,807,400,407,806.3,2,7,92,1,10.0875
2022,52594,85326,85324,Springside West Secondary College,Fraser Rise,VIC,3336,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1026,59,25,32,28,15,96,89.8,36,29.9,1209,582,627,1209,0,61,38,0,12.59375
2022,45394,48003,8003,Gladstone Park Secondary College,Gladstone Park,VIC,3043,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,993,43,38,32,21,8,137,121.5,38,32.5,1498,721,777,1498,1,45,55,0,10.93430657
2022,45361,48905,8905,Brentwood Secondary College,Glen Waverley,VIC,3150,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1087,81,11,22,32,36,134,122.1,40,29.5,1637,776,861,1636.5,0,58,42,0,12.21641791
2022,45399,54999,14999,Highvale Secondary College,Glen Waverley,VIC,3150,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1099,84,8,18,34,40,106,92,37,19.7,1102,518,584,1101.5,0,63,36,1,10.39622642
2022,45546,48921,8921,Glen Waverley Secondary College,Glen Waverley,VIC,3150,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1121,90,6,12,31,51,164,145.7,40,32.9,2018,944,1074,2016.5,0,90,10,0,12.30487805
2022,45625,68781,28781,Glenroy Secondary College,Glenroy,VIC,3046,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,913,13,68,20,10,3,48,41,26,18.9,436,153,283,436,2,74,26,0,9.083333333
2022,45522,48122,8122,Greensborough Secondary College,Greensborough,VIC,3088,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,1005,49,30,33,25,12,51,42.9,20,12.7,447,189,258,447,5,14,85,0,8.764705882
2022,46123,67935,27935,Kolbe Catholic College,Greenvale,VIC,3059,Catholic,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,976,36,43,28,21,8,90,85.8,67,54.7,1116,555,561,1115.6,1,48,52,0,12.4
2022,53070,88169,88168,Greenvale Secondary College,Greenvale,VIC,3059,Government,Secondary,School Single Entity,Individual Reporting,7,Major Cities,1014,53,27,37,24,12,13,13,9,7,120,62,58,119.2,3,56,44,0,9.230769231
2022,40623,54723,14723,Hallam Secondary College,Hallam,VIC,3803,Government,Secondary,School Head Campus,Rolled Reporting,10-Dec,Major Cities,955,26,49,34,15,3,57,49.9,28,23.1,478,206,272,477.4,3,32,68,1,8.385964912
2022,45499,54905,14905,Hampton Park Secondary College,Hampton Park,VIC,3976,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,897,10,70,21,7,2,103,96.1,77,62.3,1138,541,597,1135.2,2,73,27,0,11.04854369
2022,45396,54248,14248,Western Port Secondary College,Hastings,VIC,3915,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,947,24,53,32,12,4,62,57.8,43,32.7,671,332,339,669.6,7,5,94,1,10.82258065
2022,40430,46242,6242,Swinburne Senior Secondary College,Hawthorn,VIC,3122,Government,Secondary,School Head Campus,Rolled Reporting,11-Dec,Major Cities,1094,83,7,19,35,39,43,36.5,18,11.4,396,257,139,373.5,1,14,86,0,9.209302326
2022,46354,56610,16610,Alia College,Hawthorn East,VIC,3123,Independent,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1115,88,5,12,34,49,20,12.1,10,4.6,91,50,41,87,2,12,88,0,4.55
2022,50684,70188,30188,Auburn High School,Hawthorn East,VIC,3123,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1151,95,4,9,26,61,58,53.5,19,12.3,675,244,431,672.3,0,52,47,1,11.63793103
2022,45555,48441,8441,Heathmont College,Heathmont,VIC,3135,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1009,50,30,32,26,12,63,58.9,29,22.1,709,322,387,708.8,2,9,91,0,11.25396825
2022,45760,40888,888,Our Lady of Mercy College,Heidelberg,VIC,3084,Catholic,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1102,85,5,20,37,38,102,86.9,52,43.4,1189,1189,0,1188,0,24,76,0,11.65686275
2022,45500,54779,14779,Hoppers Crossing Secondary College,Hoppers Crossing,VIC,3029,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,971,34,45,29,19,8,141,130.4,44,38,1469,720,749,1468.4,2,42,58,0,10.41843972
2022,45501,55448,15448,Keilor Downs Secondary College,Keilor Downs,VIC,3038,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1004,48,33,31,25,11,110,96.6,74,43.7,1281,576,705,1281,0,61,37,2,11.64545455
2022,45543,56383,16383,Essendon Keilor College,Keilor East,VIC,3033,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,990,42,40,32,20,8,80,66.5,31,22.9,625,287,338,625,2,39,59,2,7.8125
2022,46064,43415,3415,Catholic Regional College North Keilor,Keilor Lodge,VIC,3038,Catholic,Secondary,School Single Entity,Individual Reporting,07-Oct,Major Cities,1042,65,17,35,32,16,53,50,35,27.6,643,321,322,643,0,23,77,0,12.13207547
2022,45404,46320,6320,Kensington Community High School,Kensington,VIC,3031,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,944,23,49,28,17,6,12,11.4,9,7.7,90,43,47,90,9,14,84,2,7.5
2022,45405,46241,6241,Kew High School,Kew East,VIC,3102,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1112,87,7,16,29,48,99,84.7,50,26.4,1080,423,657,1079.7,0,34,66,0,10.90909091
2022,45386,49021,9021,Fairhills High School,Knoxfield,VIC,3180,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,980,38,45,31,17,7,38,30,24,16.9,380,187,193,379.4,2,20,77,3,10
2022,45334,55516,15516,Peter Lalor Secondary College,Lalor,VIC,3075,Government,Secondary,School Single Entity,Individual Reporting,09-Dec,Major Cities,928,17,57,27,13,3,23,19.6,16,13,124,58,66,123.6,12,22,78,0,5.391304348
2022,45413,46279,6279,Lalor Secondary College,Lalor,VIC,3075,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,948,24,57,26,14,4,108,98.2,34,26.3,1128,567,561,1128,1,72,28,0,10.44444444
2022,45506,52125,12125,Elisabeth Murdoch College,Langwarrin,VIC,3910,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1001,47,33,37,21,9,141,125.7,55,41.9,1698,883,815,1694.5,2,6,94,0,12.04255319
2022,45335,48506,8506,Lilydale Heights College,Lilydale,VIC,3140,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,990,42,38,35,21,6,66,58.9,38,25.6,754,374,380,753.5,2,5,95,1,11.42424242
2022,45415,48504,8504,Lilydale High School,Lilydale,VIC,3140,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1004,48,32,35,25,8,128,106.4,40,28.6,1371,660,711,1368.4,2,5,95,0,10.7109375
2022,45706,40869,869,Mount Lilydale Mercy College,Lilydale,VIC,3140,Catholic,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1038,64,19,35,31,15,122,113.8,65,54.5,1488,779,709,1487.7,2,3,97,0,12.19672131
2022,45420,46210,6210,Maribyrnong Secondary College,Maribyrnong,VIC,3032,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1040,65,20,30,31,19,106,100.4,91,43.2,1280,555,725,1280,0,37,62,1,12.0754717
2022,45436,49452,9452,Mckinnon Secondary College,Mckinnon,VIC,3204,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1118,89,3,14,35,48,207,182.4,102,60.2,2538,1196,1342,2535.7,0,53,47,0,12.26086957
2022,40714,86628,17944,Ozford College,Melbourne,VIC,3000,Independent,Secondary,School Head Campus,Rolled Reporting,11-Dec,Major Cities,1111,87,6,16,34,44,7,3.2,,,27,11,16,27,0,100,0,0,3.857142857
2022,45437,45264,5264,MacRobertson Girls High School,Melbourne,VIC,3004,Government,Secondary,School Single Entity,Individual Reporting,09-Dec,Major Cities,1174,98,3,7,23,67,91,77.5,36,22.4,1136,1136,0,1136,0,88,12,0,12.48351648
2022,45424,50064,10064,Melton Secondary College,Melton,VIC,3337,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,940,21,56,28,12,3,122,112.2,61,53.3,1383,735,648,1383,5,39,60,0,11.33606557
2022,45504,56397,16397,Kurunjang Secondary College,Melton,VIC,3337,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,939,21,61,27,10,2,80,74.5,50,40,902,445,457,901.8,2,36,64,0,11.275
2022,53016,87138,87137,Djerriwarrh Community & Education Services - Djerriwarrh Community College,Melton,VIC,3337,Independent,Secondary,School Single Entity,Individual Reporting,11-Dec,Major Cities,947,24,52,31,12,5,5,4.7,11,5.1,44,15,29,43.5,2,0,100,0,8.8
2022,45336,56432,16432,Staughton College,Melton South,VIC,3338,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,958,27,50,30,14,5,104,96.6,51,38.7,1295,681,614,1295,3,41,59,0,12.45192308
2022,46054,42495,2495,St Francis Catholic College,Melton West,VIC,3337,Catholic,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1009,50,31,32,25,12,101,98,57,47.6,1203,645,558,1203,2,21,79,0,11.91089109
2022,45425,46629,6629,Mentone Girls Secondary College,Mentone,VIC,3194,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1086,81,7,26,35,32,89,79.3,36,23.4,1038,1038,0,1036.3,0,26,73,1,11.66292135
2022,45712,40822,822,Kilbreda College,Mentone,VIC,3194,Catholic,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1068,75,9,30,38,23,90,74.8,46,37.9,877,877,0,877,1,12,88,0,9.744444444
2022,45855,55688,15688,St Bede's College,Mentone,VIC,3194,Catholic,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,1093,83,6,23,34,36,165,155.1,83,65.1,1891,0,1891,1891,0,10,90,0,11.46060606
2022,45524,54772,14772,Mill Park Secondary College,Mill Park,VIC,3082,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,1007,50,32,31,23,13,110,96.1,38,33.4,1171,581,590,1171,2,57,43,0,10.64545455
2022,45519,56407,16407,Mullauna Secondary College,Mitcham,VIC,3132,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1056,71,17,26,30,27,52,46.2,20,13.9,512,244,268,511.5,2,29,70,0,9.846153846
2022,45427,46283,6283,Monbulk College,Monbulk,VIC,3793,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1033,62,23,32,28,17,55,43,26,14.6,537,243,294,535.3,1,6,90,4,9.763636364
2022,45326,56440,16440,Box Hill Senior Secondary College,Mont Albert North,VIC,3129,Government,Secondary,School Single Entity,Individual Reporting,09-Dec,Major Cities,1055,71,18,26,30,26,28,26,23,12.6,361,122,239,361,1,18,62,20,12.89285714
2022,45406,46193,6193,Koonung Secondary College,Mont Albert North,VIC,3129,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1100,84,8,20,31,41,93,80,51,28.4,1130,471,659,1128.4,0,48,52,0,12.15053763
2022,45428,48229,8229,Montmorency Secondary College,Montmorency,VIC,3094,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1064,74,12,30,31,27,99,89,30,20.3,1122,555,567,1120.7,2,9,91,0,11.33333333
2022,45429,54798,14798,Mooroolbark College,Mooroolbark,VIC,3138,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,988,41,38,31,21,9,94,80.4,53,36.1,1052,549,503,1050.9,1,15,85,0,11.19148936
2022,50185,68194,28194,Yarra Hills Secondary College,Mooroolbark,VIC,3138,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,970,33,45,33,16,6,76,64.1,36,30.3,720,335,385,720,3,11,89,0,9.473684211
2022,45431,49398,9398,Mordialloc College,Mordialloc,VIC,3195,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1055,71,17,28,30,25,101,90,44,32.7,1189,518,671,1188.2,1,18,82,1,11.77227723
2022,45450,49400,9400,Parkdale Secondary College,Mordialloc,VIC,3195,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1068,75,11,29,33,27,136,118.1,50,37.4,1716,730,986,1713.9,1,15,85,0,12.61764706
2022,45542,46205,6205,Mornington Secondary College,Mornington,VIC,3931,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1006,49,31,35,25,9,116,104.3,35,31.7,1329,621,708,1328.4,2,8,92,0,11.45689655
2022,45713,40909,909,Padua College,Mornington,VIC,3931,Catholic,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,1061,73,11,32,35,22,207,190,170,125.9,2548,1286,1262,2547,1,5,95,0,12.30917874
2022,45433,52142,12142,Mount Eliza Secondary College,Mount Eliza,VIC,3930,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1057,71,13,33,30,23,66,52.7,34,24.8,697,338,359,697,1,7,91,2,10.56060606
2022,45434,48897,8897,Mount Waverley Secondary College,Mount Waverley,VIC,3149,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,1112,87,6,16,31,46,155,133.9,53,38.8,1790,880,910,1790,0,65,34,1,11.5483871
2022,45976,40750,750,Avila College,Mount Waverley,VIC,3149,Catholic,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1108,86,6,18,36,41,98,88,49,34.4,1071,1071,0,1071,0,16,84,0,10.92857143
2022,45487,54992,14992,Wellington Secondary College,Mulgrave,VIC,3170,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,992,43,38,28,22,11,150,132.1,53,40.6,1761,763,998,1759,0,79,21,0,11.74
